Season_End_Year,Wk,Date,Home,HomeGoals,AwayGoals,Away,FTR
,8,2024-09-21,Liverpool,3,0,Bournemouth,H
,8,2024-09-21,Tottenham,3,1,Brentford,H
,8,2024-09-21,Fulham,3,1,Newcastle,H
,8,2024-09-21,West Ham,0,3,Chelsea,A
,8,2024-09-21,Leicester,1,1,Everton,D
,8,2024-09-21,Aston Villa,3,1,Wolves,H
,8,2024-09-22,Brighton,2,2,Nott'm Forest,D
,8,2024-09-22,Man City,2,2,Arsenal,D
,9,2024-09-28,Wolves,1,2,Liverpool,A
,9,2024-09-28,Everton,2,1,Crystal Palace,H
,9,2024-09-28,Chelsea,4,2,Brighton,H
,9,2024-09-28,Nott'm Forest,0,1,Fulham,A
,9,2024-09-28,Arsenal,4,2,Leicester,H
,9,2024-09-28,Newcastle,1,1,Man City,D
,9,2024-09-28,Brentford,1,1,West Ham,D
,9,2024-09-29,Man United,0,3,Tottenham,A
,9,2024-09-29,Ipswich,2,2,Aston Villa,D
,9,2024-09-30,Bournemouth,3,1,Southampton,H
,10,2024-10-05,Everton,0,0,Newcastle,D
,10,2024-10-05,Crystal Palace,0,1,Liverpool,A
,10,2024-10-05,Arsenal,3,1,Southampton,H
,10,2024-10-05,Brentford,5,3,Wolves,H
,10,2024-10-05,Leicester,1,0,Bournemouth,H
,10,2024-10-05,Man City,3,2,Fulham,H
,10,2024-10-05,West Ham,4,1,Ipswich,H
,10,2024-10-06,Brighton,3,2,Tottenham,H
,10,2024-10-06,Chelsea,1,1,Nott'm Forest,D
,10,2024-10-06,Aston Villa,0,0,Man United,D
,12,2024-10-19,Tottenham,4,1,West Ham,H
,12,2024-10-19,Fulham,1,3,Aston Villa,A
,12,2024-10-19,Ipswich,0,2,Everton,A
,12,2024-10-19,Man United,2,1,Brentford,H
,12,2024-10-19,Newcastle,0,1,Brighton,A
,12,2024-10-19,Southampton,2,3,Leicester,A
,12,2024-10-19,Bournemouth,2,0,Arsenal,H
,12,2024-10-20,Wolves,1,2,Man City,A
,12,2024-10-20,Liverpool,2,1,Chelsea,H
,12,2024-10-21,Nott'm Forest,1,0,Crystal Palace,H
,13,2024-10-25,Leicester,1,3,Nott'm Forest,A
,13,2024-10-26,Aston Villa,1,1,Bournemouth,D
,13,2024-10-26,Brentford,4,3,Ipswich,H
,13,2024-10-26,Brighton,2,2,Wolves,D
,13,2024-10-26,Man City,1,0,Southampton,H
,13,2024-10-26,Everton,1,1,Fulham,D
,13,2024-10-27,Chelsea,2,1,Newcastle,H
,13,2024-10-27,Crystal Palace,1,0,Tottenham,H
,13,2024-10-27,West Ham,2,1,Man United,H
,13,2024-10-27,Arsenal,2,2,Liverpool,D
,14,2024-11-02,Nott'm Forest,3,0,West Ham,H
,14,2024-11-02,Wolves,2,2,Crystal Palace,D
,14,2024-11-02,Liverpool,2,1,Brighton,H
,14,2024-11-02,Southampton,1,0,Everton,H
,14,2024-11-02,Bournemouth,2,1,Man City,H
,14,2024-11-02,Newcastle,1,0,Arsenal,H
,14,2024-11-02,Ipswich,1,1,Leicester,D
,14,2024-11-03,Tottenham,4,1,Aston Villa,H
,14,2024-11-03,Man United,1,1,Chelsea,D
,14,2024-11-04,Fulham,2,1,Brentford,H
,15,2024-11-09,Brentford,3,2,Bournemouth,H
,15,2024-11-09,Crystal Palace,0,2,Fulham,A
,15,2024-11-09,West Ham,0,0,Everton,D
,15,2024-11-09,Wolves,2,0,Southampton,H
,15,2024-11-09,Brighton,2,1,Man City,H
,15,2024-11-09,Liverpool,2,0,Aston Villa,H
,15,2024-11-10,Chelsea,1,1,Arsenal,D
,15,2024-11-10,Tottenham,1,2,Ipswich,A
,15,2024-11-10,Man United,3,0,Leicester,H
,15,2024-11-10,Nott'm Forest,1,3,Newcastle,A
,17,2024-11-23,Fulham,1,4,Wolves,A
,17,2024-11-23,Leicester,1,2,Chelsea,A
,17,2024-11-23,Arsenal,3,0,Nott'm Forest,H
,17,2024-11-23,Aston Villa,2,2,Crystal Palace,D
,17,2024-11-23,Bournemouth,1,2,Brighton,A
,17,2024-11-23,Everton,0,0,Brentford,D
,17,2024-11-23,Man City,0,4,Tottenham,A
,17,2024-11-24,Ipswich,1,1,Man United,D
,17,2024-11-24,Southampton,2,3,Liverpool,A
,17,2024-11-25,Newcastle,0,2,West Ham,A
,18,2024-11-29,Brighton,1,1,Southampton,D
,18,2024-11-30,Brentford,4,1,Leicester,H
,18,2024-11-30,Crystal Palace,1,1,Newcastle,D
,18,2024-11-30,Nott'm Forest,1,0,Ipswich,H
,18,2024-11-30,Wolves,2,4,Bournemouth,A
,18,2024-11-30,West Ham,2,5,Arsenal,A
,18,2024-12-01,Tottenham,1,1,Fulham,D
,18,2024-12-01,Liverpool,2,0,Man City,H
,18,2024-12-01,Chelsea,3,0,Aston Villa,H
,18,2024-12-01,Man United,4,0,Everton,H
,18,2024-12-03,Ipswich,0,1,Crystal Palace,A
,18,2024-12-03,Leicester,3,1,West Ham,H
,18,2024-12-04,Everton,4,0,Wolves,H
,18,2024-12-04,Man City,3,0,Nott'm Forest,H
,18,2024-12-04,Newcastle,3,3,Liverpool,D
,18,2024-12-04,Southampton,1,5,Chelsea,A
,18,2024-12-04,Arsenal,2,0,Man United,H
,18,2024-12-04,Aston Villa,3,1,Brentford,H
,19,2024-12-05,Bournemouth,1,0,Tottenham,H
,19,2024-12-05,Fulham,3,1,Brighton,H
,19,2024-12-07,Man United,2,3,Nott'm Forest,A
,19,2024-12-07,Crystal Palace,2,2,Man City,D
,19,2024-12-07,Aston Villa,1,0,Southampton,H
,19,2024-12-07,Brentford,4,2,Newcastle,H
,19,2024-12-08,Fulham,1,1,Arsenal,D
,19,2024-12-08,Ipswich,1,2,Bournemouth,A
,19,2024-12-08,Leicester,2,2,Brighton,D
,19,2024-12-08,Tottenham,3,4,Chelsea,A
,19,2024-12-09,West Ham,2,1,Wolves,H
,20,2024-12-14,Wolves,1,2,Ipswich,A
,20,2024-12-14,Newcastle,4,0,Leicester,H
,20,2024-12-14,Nott'm Forest,2,1,Aston Villa,H
,20,2024-12-14,Arsenal,0,0,Everton,D
,20,2024-12-14,Liverpool,2,2,Fulham,D
,20,2024-12-15,Man City,1,2,Man United,A
,20,2024-12-15,Chelsea,2,1,Brentford,H
,20,2024-12-15,Southampton,0,5,Tottenham,A
,20,2024-12-15,Brighton,1,3,Crystal Palace,A
,20,2024-12-16,Bournemouth,1,1,West Ham,D
,21,2024-12-21,Aston Villa,2,1,Man City,H
,21,2024-12-21,Brentford,0,2,Nott'm Forest,A
,21,2024-12-21,Ipswich,0,4,Newcastle,A
,21,2024-12-21,West Ham,1,1,Brighton,D
,21,2024-12-21,Crystal Palace,1,5,Arsenal,A
,21,2024-12-22,Man United,0,3,Bournemouth,A
,21,2024-12-22,Tottenham,3,6,Liverpool,A
,21,2024-12-22,Leicester,0,3,Wolves,A
,21,2024-12-22,Everton,0,0,Chelsea,D
,21,2024-12-22,Fulham,0,0,Southampton,D
,22,2024-12-26,Man City,1,1,Everton,D
,22,2024-12-26,Bournemouth,0,0,Crystal Palace,D
,22,2024-12-26,Chelsea,1,2,Fulham,A
,22,2024-12-26,Newcastle,3,0,Aston Villa,H
,22,2024-12-26,Nott'm Forest,1,0,Tottenham,H
,22,2024-12-26,Southampton,0,1,West Ham,A
,22,2024-12-26,Wolves,2,0,Man United,H
,22,2024-12-26,Liverpool,3,1,Leicester,H
,22,2024-12-27,Brighton,0,0,Brentford,D
,22,2024-12-27,Arsenal,1,0,Ipswich,H
,22,2024-12-29,West Ham,0,5,Liverpool,A
,22,2024-12-29,Tottenham,2,2,Wolves,D
,22,2024-12-29,Fulham,2,2,Bournemouth,D
,22,2024-12-29,Leicester,0,2,Man City,A
,22,2024-12-29,Crystal Palace,2,1,Southampton,H
,22,2024-12-29,Everton,0,2,Nott'm Forest,A
,22,2024-12-30,Aston Villa,2,2,Brighton,D
,22,2024-12-30,Ipswich,2,0,Chelsea,H
,22,2024-12-30,Man United,0,2,Newcastle,A
,22,2025-01-01,Brentford,1,3,Arsenal,A
,23,2025-01-04,Southampton,0,5,Brentford,A
,23,2025-01-04,Brighton,1,1,Arsenal,D
,23,2025-01-04,Man City,4,1,West Ham,H
,23,2025-01-04,Tottenham,1,2,Newcastle,A
,23,2025-01-04,Bournemouth,1,0,Everton,H
,23,2025-01-04,Crystal Palace,1,1,Chelsea,D
,23,2025-01-04,Aston Villa,2,1,Leicester,H
,23,2025-01-05,Fulham,2,2,Ipswich,D
,23,2025-01-05,Liverpool,2,2,Man United,D
,23,2025-01-06,Wolves,0,3,Nott'm Forest,A
,24,2025-01-14,Brentford,2,2,Man City,D
,24,2025-01-14,Chelsea,2,2,Bournemouth,D
,24,2025-01-14,West Ham,3,2,Fulham,H
,24,2025-01-14,Nott'm Forest,1,1,Liverpool,D
,24,2025-01-15,Arsenal,2,1,Tottenham,H
,24,2025-01-15,Newcastle,3,0,Wolves,H
,24,2025-01-15,Leicester,0,2,Crystal Palace,A
,24,2025-01-15,Everton,0,1,Aston Villa,A
,25,2025-01-16,Ipswich,0,2,Brighton,A
,25,2025-01-16,Man United,3,1,Southampton,H
,25,2025-01-18,Newcastle,1,4,Bournemouth,A
,25,2025-01-18,Brentford,0,2,Liverpool,A
,25,2025-01-18,Leicester,0,2,Fulham,A
,25,2025-01-18,West Ham,0,2,Crystal Palace,A
,25,2025-01-18,Arsenal,2,2,Aston Villa,D
,25,2025-01-19,Nott'm Forest,3,2,Southampton,H
,25,2025-01-19,Ipswich,0,6,Man City,A
,25,2025-01-19,Everton,3,2,Tottenham,H
,25,2025-01-19,Man United,1,3,Brighton,A
,25,2025-01-20,Chelsea,3,1,Wolves,H
,26,2025-01-25,Bournemouth,5,0,Nott'm Forest,H
,26,2025-01-25,Brighton,0,1,Everton,A
,26,2025-01-25,Liverpool,4,1,Ipswich,H
,26,2025-01-25,Southampton,1,3,Newcastle,A
,26,2025-01-25,Wolves,0,1,Arsenal,A
,26,2025-01-25,Man City,3,1,Chelsea,H
,26,2025-01-26,Fulham,0,1,Man United,A
,26,2025-01-26,Aston Villa,1,1,West Ham,D
,26,2025-01-26,Crystal Palace,1,2,Brentford,A
,26,2025-01-26,Tottenham,1,2,Leicester,A
,27,2025-02-01,Nott'm Forest,7,0,Brighton,H
,27,2025-02-01,Bournemouth,0,2,Liverpool,A
,27,2025-02-01,Everton,4,0,Leicester,H
,27,2025-02-01,Ipswich,1,2,Southampton,A
,27,2025-02-01,Newcastle,1,2,Fulham,A
,27,2025-02-01,Wolves,2,0,Aston Villa,H
,27,2025-02-02,Brentford,0,2,Tottenham,A
,27,2025-02-02,Man United,0,2,Crystal Palace,A
,27,2025-02-02,Arsenal,5,1,Man City,H
,27,2025-02-03,Chelsea,2,1,West Ham,H
,28,2025-02-12,Everton,2,2,Liverpool,D
,29,2025-02-14,Brighton,3,0,Chelsea,H
,29,2025-02-15,Leicester,0,2,Arsenal,A
,29,2025-02-15,Aston Villa,1,1,Ipswich,D
,29,2025-02-15,Fulham,2,1,Nott'm Forest,H
,29,2025-02-15,Man City,4,0,Newcastle,H
,29,2025-02-15,Southampton,1,3,Bournemouth,A
,29,2025-02-15,West Ham,0,1,Brentford,A
,29,2025-02-15,Crystal Palace,1,2,Everton,A
,29,2025-02-16,Liverpool,2,1,Wolves,H
,29,2025-02-16,Tottenham,1,0,Man United,H
,29,2025-02-19,Aston Villa,2,2,Liverpool,D
,30,2025-02-21,Leicester,0,4,Brentford,A
,30,2025-02-22,Everton,2,2,Man United,D
,30,2025-02-22,Arsenal,0,1,West Ham,A
,30,2025-02-22,Bournemouth,0,1,Wolves,A
,30,2025-02-22,Fulham,0,2,Crystal Palace,A
,30,2025-02-22,Ipswich,1,4,Tottenham,A
,30,2025-02-22,Southampton,0,4,Brighton,A
,30,2025-02-22,Aston Villa,2,1,Chelsea,H
,30,2025-02-23,Newcastle,4,3,Nott'm Forest,H
,30,2025-02-23,Man City,0,2,Liverpool,A
,30,2025-02-25,Chelsea,4,0,Southampton,H
,30,2025-02-25,Wolves,1,2,Fulham,A
,30,2025-02-25,Brighton,2,1,Bournemouth,H
,30,2025-02-25,Crystal Palace,4,1,Aston Villa,H
,30,2025-02-26,Brentford,1,1,Everton,D
,30,2025-02-26,Man United,3,2,Ipswich,H
,30,2025-02-26,Nott'm Forest,0,0,Arsenal,D
,30,2025-02-26,Tottenham,0,1,Man City,A
,30,2025-02-26,Liverpool,2,0,Newcastle,H
,31,2025-02-27,West Ham,2,0,Leicester,H
,32,2025-03-08,Liverpool,3,1,Southampton,H
,32,2025-03-08,Wolves,1,1,Everton,D
,32,2025-03-08,Brentford,0,1,Aston Villa,A
,32,2025-03-08,Brighton,2,1,Fulham,H
,32,2025-03-08,Nott'm Forest,1,0,Man City,H
,32,2025-03-08,Crystal Palace,1,0,Ipswich,H
,32,2025-03-09,Chelsea,1,0,Leicester,H
,32,2025-03-09,Tottenham,2,2,Bournemouth,D
,32,2025-03-09,Man United,1,1,Arsenal,D
,32,2025-03-10,West Ham,0,1,Newcastle,A
,33,2025-03-15,Southampton,1,2,Wolves,A
,33,2025-03-15,Man City,2,2,Brighton,D
,33,2025-03-15,Bournemouth,1,2,Brentford,A
,33,2025-03-15,Everton,1,1,West Ham,D
,33,2025-03-15,Ipswich,2,4,Nott'm Forest,A
,33,2025-03-16,Leicester,0,3,Man United,A
,33,2025-03-16,Arsenal,1,0,Chelsea,H
,33,2025-03-16,Fulham,2,0,Tottenham,H
,35,2025-04-01,Arsenal,2,1,Fulham,H
,35,2025-04-01,Wolves,1,0,West Ham,H
,35,2025-04-01,Nott'm Forest,1,0,Man United,H
,35,2025-04-02,Bournemouth,1,2,Ipswich,A
,35,2025-04-02,Brighton,0,3,Aston Villa,A
,35,2025-04-02,Man City,2,0,Leicester,H
,35,2025-04-02,Newcastle,2,1,Brentford,H
,35,2025-04-02,Southampton,1,1,Crystal Palace,D
,35,2025-04-02,Liverpool,1,0,Everton,H
,36,2025-04-03,Chelsea,1,0,Tottenham,H
,36,2025-04-05,Aston Villa,2,1,Nott'm Forest,H
,36,2025-04-05,West Ham,2,2,Bournemouth,D
,36,2025-04-05,Everton,1,1,Arsenal,D
,36,2025-04-05,Crystal Palace,2,1,Brighton,H
,36,2025-04-05,Ipswich,1,2,Wolves,A
,36,2025-04-06,Brentford,0,0,Chelsea,D
,36,2025-04-06,Fulham,3,2,Liverpool,H
,36,2025-04-06,Tottenham,3,1,Southampton,H
,36,2025-04-06,Man United,0,0,Man City,D
,36,2025-04-07,Leicester,0,3,Newcastle,A
,37,2025-04-12,Arsenal,1,1,Brentford,D
,37,2025-04-12,Southampton,0,3,Aston Villa,A
,37,2025-04-12,Brighton,2,2,Leicester,D
,37,2025-04-12,Man City,5,2,Crystal Palace,H
,37,2025-04-12,Nott'm Forest,0,1,Everton,A
,37,2025-04-13,Chelsea,2,2,Ipswich,D
,37,2025-04-13,Liverpool,2,1,West Ham,H
,37,2025-04-13,Wolves,4,2,Tottenham,H
,37,2025-04-13,Newcastle,4,1,Man United,H
,37,2025-04-14,Bournemouth,1,0,Fulham,H
,37,2025-04-16,Newcastle,5,0,Crystal Palace,H
,38,2025-04-19,Everton,0,2,Man City,A
,38,2025-04-19,Aston Villa,4,1,Newcastle,H
,38,2025-04-19,West Ham,1,1,Southampton,D
,38,2025-04-19,Brentford,4,2,Brighton,H
,38,2025-04-19,Crystal Palace,0,0,Bournemouth,D
,38,2025-04-20,Leicester,0,1,Liverpool,A
,38,2025-04-20,Fulham,1,2,Chelsea,A
,38,2025-04-20,Ipswich,0,4,Arsenal,A
,38,2025-04-20,Man United,0,1,Wolves,A
,38,2025-04-21,Tottenham,1,2,Nott'm Forest,A
,38,2025-04-22,Man City,2,1,Aston Villa,H
,38,2025-04-23,Arsenal,2,2,Crystal Palace,D
,39,2025-04-26,Wolves,3,0,Leicester,H
,39,2025-04-26,Southampton,1,2,Fulham,A
,39,2025-04-26,Brighton,3,2,West Ham,H
,39,2025-04-26,Chelsea,1,0,Everton,H
,39,2025-04-26,Newcastle,3,0,Ipswich,H
,39,2025-04-27,Bournemouth,1,1,Man United,D
,39,2025-04-27,Liverpool,5,1,Tottenham,H
,40,2025-05-01,Nott'm Forest,0,2,Brentford,A
,40,2025-05-02,Man City,1,0,Wolves,H
,40,2025-05-03,Arsenal,1,2,Bournemouth,A
,40,2025-05-03,Leicester,2,0,Southampton,H
,40,2025-05-03,Aston Villa,1,0,Fulham,H
,40,2025-05-03,Everton,2,2,Ipswich,D
,40,2025-05-04,Brentford,4,3,Man United,H
,40,2025-05-04,Brighton,1,1,Newcastle,D
,40,2025-05-04,West Ham,1,1,Tottenham,D
,40,2025-05-04,Chelsea,3,1,Liverpool,H
,40,2025-05-05,Crystal Palace,1,1,Nott'm Forest,D
,41,2025-05-10,Wolves,0,2,Brighton,A
,41,2025-05-10,Southampton,0,0,Man City,D
,41,2025-05-10,Bournemouth,0,1,Aston Villa,A
,41,2025-05-10,Fulham,1,3,Everton,A
,41,2025-05-10,Ipswich,0,1,Brentford,A
,41,2025-05-11,Newcastle,2,0,Chelsea,H
,41,2025-05-11,Man United,0,2,West Ham,A
,41,2025-05-11,Nott'm Forest,2,2,Leicester,D
,41,2025-05-11,Tottenham,0,2,Crystal Palace,A
,41,2025-05-11,Liverpool,2,2,Arsenal,D
,42,2025-05-16,Aston Villa,2,0,Tottenham,H
,42,2025-05-16,Chelsea,1,0,Man United,H
,42,2025-05-18,Arsenal,1,0,Newcastle,H
,42,2025-05-18,Leicester,2,0,Ipswich,H
,42,2025-05-18,West Ham,1,2,Nott'm Forest,A
,42,2025-05-18,Everton,2,0,Southampton,H
,42,2025-05-18,Brentford,2,3,Fulham,A
,42,2025-05-19,Brighton,3,2,Liverpool,H
,42,2025-05-20,Crystal Palace,4,2,Wolves,H
,42,2025-05-20,Man City,3,1,Bournemouth,H
,43,2025-05-25,Newcastle,0,1,Everton,A
,43,2025-05-25,Southampton,1,2,Arsenal,A
,43,2025-05-25,Nott'm Forest,0,1,Chelsea,A
,43,2025-05-25,Man United,2,0,Aston Villa,H
,43,2025-05-25,Tottenham,1,4,Brighton,A
,43,2025-05-25,Ipswich,1,3,West Ham,A
,43,2025-05-25,Fulham,0,2,Man City,A
,43,2025-05-25,Bournemouth,2,0,Leicester,H
,43,2025-05-25,Liverpool,1,1,Crystal Palace,D
,43,2025-05-25,Wolves,1,1,Brentford,D
